"","CityCode","State","City","PopExpo","PopPrem","PopClaimRob","PopClaimColl","PopClaimFire","PopClaimOther","LuxExpo","LuxPrem","LuxClaimRob","LuxClaimColl","LuxClaimFire","LuxClaimOther","HDIcity00","CityDens10","StateAb"
"420060",420060,"Santa Catarina","Aguas Mornas",9.13,6937.1,0,0,0,0,2.01,2032.13,0,0,0,0,0.78,4186,"SC"
"420070",420070,"Santa Catarina","Alfredo Wagner",12.56,10142.04,0,3,0,0,4.12,4976.47,0,1,0,1,0.77,6703,"SC"
"420075",420075,"Santa Catarina","Alto Bela Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,1525,"SC"
"420080",420080,"Santa Catarina","Anchieta",5.98,4176.69,0,2,0,0,1.35,1558.08,0,0,0,0,0.76,4510,"SC"
"420090",420090,"Santa Catarina","Angelina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,3881,"SC"
"420100",420100,"Santa Catarina","Anita Garibaldi",3.18,2294.13,0,0,0,0,4.61,4562.99,0,2,0,0,0.75,5990,"SC"
"420110",420110,"Santa Catarina","Anitapolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,2329,"SC"
"420120",420120,"Santa Catarina","Antonio Carlos",18.84,14980.36,0,3,0,0,8.21,10154.12,0,1,0,0,0.82,5521,"SC"
"420125",420125,"Santa Catarina","Apiuna",15.95,9876.33,0,6,0,1,1.94,2060.82,0,0,0,0,0.76,6823,"SC"
"420127",420127,"Santa Catarina","Arabuta",4.65,2926.51,0,0,0,0,0.5,900.89,0,0,0,0,0.81,3182,"SC"
"420130",420130,"Santa Catarina","Araquari",25.97,22623.73,1,1,0,0,3.95,5048.65,0,0,0,0,0.76,17057,"SC"
"420140",420140,"Santa Catarina","Ararangua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,44441,"SC"
"420150",420150,"Santa Catarina","Armazem",7.75,4413.31,0,3,0,0,1.94,4331.4,0,0,0,0,0.79,5698,"SC"
"420160",420160,"Santa Catarina","Arroio Trinta",3.86,2620.58,0,0,0,0,0.89,695.7,0,0,0,0,0.79,2674,"SC"
"420165",420165,"Santa Catarina","Arvoredo",3.38,3328.08,0,0,0,0,0.54,315.01,0,0,0,0,0.75,1641,"SC"
"420170",420170,"Santa Catarina","Ascurra",20.27,14316.77,0,1,0,0,4.34,5920.2,0,1,0,0,0.81,5537,"SC"
"420180",420180,"Santa Catarina","Atalanta",4.92,3996.05,0,1,0,0,0.42,483.94,0,0,0,0,0.81,2395,"SC"
"420190",420190,"Santa Catarina","Aurora",12.78,9108.05,0,0,0,0,2.95,3713.9,0,1,0,0,0.81,3992,"SC"
"420195",420195,"Santa Catarina","Balneario Arroio Do Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,7227,"SC"
"420205",420205,"Santa Catarina","Balneario Barra Do Sul",29.21,22104.63,0,6,0,1,2.52,3589.45,0,0,0,1,0.8,6307,"SC"
"420200",420200,"Santa Catarina","Balneario Camboriu",474.44,355735.87,4,54,0,12,133.56,186665.7,0,11,0,4,0.86,85849,"SC"
"420207",420207,"Santa Catarina","Balneario Gaivota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,6111,"SC"
"421280",421280,"Santa Catarina","Balneario Picarras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,12325,"SC"
"420208",420208,"Santa Catarina","Bandeirante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,2093,"SC"
"420209",420209,"Santa Catarina","Barra Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1322,"SC"
"420210",420210,"Santa Catarina","Barra Velha",53.21,37852.85,0,5,0,3,8.34,9637.2,0,1,0,0,0.79,16034,"SC"
"420213",420213,"Santa Catarina","Bela Vista Do Toldo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,4124,"SC"
"420215",420215,"Santa Catarina","Belmonte",0.87,1933.08,0,0,0,0,1.01,1051.59,0,0,0,0,0.75,1912,"SC"
"420220",420220,"Santa Catarina","Benedito Novo",13.43,8505.18,0,0,0,0,3.39,4991.99,0,0,0,0,0.8,7746,"SC"
"420230",420230,"Santa Catarina","Biguacu",143.2,105123.26,1,17,0,8,11.7,16131.77,0,3,0,0,0.81,41832,"SC"
"420240",420240,"Santa Catarina","Blumenau",1241.66,877618.22,2,119,0,55,249.15,316798.99,2,33,0,5,0.85,235409,"SC"
"420243",420243,"Santa Catarina","Bocaina Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2324,"SC"
"420250",420250,"Santa Catarina","Bom Jardim Da Serra",3.3,2639,0,2,0,0,0.56,432.75,0,0,0,0,0.75,3100,"SC"
"420253",420253,"Santa Catarina","Bom Jesus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,1798,"SC"
"420257",420257,"Santa Catarina","Bom Jesus Do Oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,1566,"SC"
"420260",420260,"Santa Catarina","Bom Retiro",9.81,7423.28,0,0,0,0,2.91,4255.36,0,0,0,0,0.73,6074,"SC"
"420245",420245,"Santa Catarina","Bombinhas",63.24,45932.49,1,5,0,3,5.92,8023.23,0,1,0,0,0.8,10594,"SC"
"420270",420270,"Santa Catarina","Botuvera",21.52,13134.32,0,2,0,0,4.26,3848.16,0,0,0,0,0.79,3492,"SC"
"420280",420280,"Santa Catarina","Braco Do Norte",60.19,37389.73,0,2,0,0,12.2,14918.01,0,2,0,0,0.84,20861,"SC"
"420285",420285,"Santa Catarina","Braco Do Trombudo",11.97,9157.42,0,1,0,0,2.5,2680.27,0,1,0,0,0.79,2607,"SC"
"420287",420287,"Santa Catarina","Brunopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1983,"SC"
"420290",420290,"Santa Catarina","Brusque",572.8,392498.31,0,66,0,16,131.55,158509,0,12,0,0,0.84,81055,"SC"
"420300",420300,"Santa Catarina","Cacador",96.41,59727.9,0,17,0,1,37.32,46073.92,0,7,0,2,0.79,49256,"SC"
"420310",420310,"Santa Catarina","Caibi",6.19,3460.09,0,1,0,0,2.57,1755.3,0,0,0,0,0.82,4600,"SC"
"420315",420315,"Santa Catarina","Calmon",0.21,154.51,0,0,0,0,0.46,455.04,0,0,0,0,0.7,1997,"SC"
"420320",420320,"Santa Catarina","Camboriu",129.63,94432.27,0,17,0,4,9.79,16487.06,1,2,0,0,0.76,43340,"SC"
"420330",420330,"Santa Catarina","Campo Alegre",21.39,13487.1,0,1,0,0,1.84,1530.03,0,0,0,0,0.77,8325,"SC"
"420340",420340,"Santa Catarina","Campo Belo Do Sul",2.63,1476.78,0,0,0,0,1.51,2060.47,0,0,0,0,0.69,5184,"SC"
"420350",420350,"Santa Catarina","Campo Ere",16.73,9821.64,0,2,0,0,3.26,4696.94,0,0,0,0,0.72,6254,"SC"
"420360",420360,"Santa Catarina","Campos Novos",76.21,53251.98,1,12,0,0,13.46,19341.5,0,3,0,0,0.79,23164,"SC"
"420370",420370,"Santa Catarina","Canelinha",39.69,30104.51,0,4,0,0,7.28,8928.22,0,1,0,0,0.79,7487,"SC"
"420380",420380,"Santa Catarina","Canoinhas",114.22,72828.7,2,10,0,1,32.67,40809.06,0,4,0,1,0.78,37237,"SC"
"420325",420325,"Santa Catarina","Capao Alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1947,"SC"
"420390",420390,"Santa Catarina","Capinzal",39.6,30876.71,0,4,0,2,8.54,10398.93,0,1,0,1,0.81,15069,"SC"
"420395",420395,"Santa Catarina","Capivari De Baixo",32.93,19396.68,0,2,0,0,4.02,5140.27,0,0,0,0,0.81,15943,"SC"
"420400",420400,"Santa Catarina","Catanduvas",11.03,7118.95,0,0,0,0,3.61,4013.06,0,0,0,0,0.79,6734,"SC"
"420410",420410,"Santa Catarina","Caxambu Do Sul",4.29,2897.68,0,0,0,0,1.18,1267.13,0,0,0,0,0.73,3215,"SC"
"420415",420415,"Santa Catarina","Celso Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1997,"SC"
"420417",420417,"Santa Catarina","Cerro Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,2472,"SC"
"420419",420419,"Santa Catarina","Chapadao Do Lageado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1871,"SC"
"420420",420420,"Santa Catarina","Chapeco",353.78,273768.27,0,51,0,15,126.43,173979.54,1,20,0,7,0.84,134640,"SC"
"420425",420425,"Santa Catarina","Cocal Do Sul",22.72,18047.56,0,8,0,0,3.24,4313.85,0,0,0,0,0.82,11464,"SC"
"420430",420430,"Santa Catarina","Concordia",151.54,90081.04,0,14,0,1,49.87,62595.65,0,4,0,5,0.84,51885,"SC"
"420435",420435,"Santa Catarina","Cordilheira Alta",9.2,9160.21,0,1,0,0,2.1,3484.46,0,0,0,0,0.82,2878,"SC"
"420440",420440,"Santa Catarina","Coronel Freitas",20.25,16043.87,0,1,0,0,3.21,3665.36,0,1,0,0,0.81,7607,"SC"
"420445",420445,"Santa Catarina","Coronel Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1720,"SC"
"420455",420455,"Santa Catarina","Correia Pinto",17.01,12861.28,0,1,0,0,2.13,4339.29,0,0,0,0,0.77,10124,"SC"
"420450",420450,"Santa Catarina","Corupa",65.53,42078.23,0,8,0,0,10.56,11720.22,0,0,0,0,0.81,10281,"SC"
"420460",420460,"Santa Catarina","Criciuma",450.37,322263.28,0,67,0,8,122.41,170106.42,0,13,0,7,0.82,143360,"SC"
"420470",420470,"Santa Catarina","Cunha Pora",11.34,10677.66,0,2,0,1,3.68,6221.34,0,0,0,0,0.82,8070,"SC"
"420475",420475,"Santa Catarina","Cunhatai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,1408,"SC"
"420480",420480,"Santa Catarina","Curitibanos",65.45,45239.94,0,10,0,2,19.08,24214.21,0,2,0,0,0.76,26053,"SC"
"420490",420490,"Santa Catarina","Descanso",9.29,5774.03,0,0,0,0,0.74,1150.86,0,1,0,0,0.79,6511,"SC"
"420500",420500,"Santa Catarina","Dionisio Cerqueira",15.46,12640.13,0,1,0,0,3.91,7695.24,0,0,0,0,0.74,10217,"SC"
"420510",420510,"Santa Catarina","Dona Emma",7.51,5341.37,0,2,0,0,1.06,1810.73,0,0,0,0,0.79,2647,"SC"
"420515",420515,"Santa Catarina","Doutor Pedrinho",4.88,3892,0,0,0,0,0.25,401.49,0,0,0,0,0.8,2644,"SC"
"420517",420517,"Santa Catarina","Entre Rios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,1906,"SC"
"420519",420519,"Santa Catarina","Ermo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1475,"SC"
"420520",420520,"Santa Catarina","Erval Velho",6.23,5906.36,0,0,0,0,0.15,348.15,0,0,0,0,0.79,3243,"SC"
"420530",420530,"Santa Catarina","Faxinal Dos Guedes",13.51,9572.15,0,0,0,1,3.48,4635.67,1,0,0,0,0.81,7466,"SC"
"420535",420535,"Santa Catarina","Flor Do Sertao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1141,"SC"
"420540",420540,"Santa Catarina","Florianopolis",2044.21,1465414.77,3,227,0,209,524.33,649729.18,2,55,0,31,0.87,332274,"SC"
"420543",420543,"Santa Catarina","Formosa Do Sul",2.26,1658.89,0,2,0,0,0.28,358.56,0,0,0,0,0.79,1875,"SC"
"420545",420545,"Santa Catarina","Forquilhinha",28.33,18505.95,0,3,0,0,4.67,7401.05,0,1,0,0,0.79,16149,"SC"
"420550",420550,"Santa Catarina","Fraiburgo",46,33591.32,0,6,0,0,11.32,13994.23,0,0,0,0,0.77,23376,"SC"
"420555",420555,"Santa Catarina","Frei Rogerio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1679,"SC"
"420560",420560,"Santa Catarina","Galvao",7.7,5030.18,0,2,0,0,1.74,2146.57,0,0,0,0,0.77,2440,"SC"
"420570",420570,"Santa Catarina","Garopaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,13648,"SC"
"420580",420580,"Santa Catarina","Garuva",25.81,20246.41,1,1,0,0,2.34,3341.84,0,0,0,0,0.78,10042,"SC"
"420590",420590,"Santa Catarina","Gaspar",174.72,127450.52,0,22,0,2,24.58,31454.27,0,2,0,0,0.83,42923,"SC"
"420600",420600,"Santa Catarina","Governador Celso Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,9773,"SC"
"420610",420610,"Santa Catarina","Grao Para",8.14,4957.91,0,0,0,0,0.5,506.18,0,0,0,0,0.82,4610,"SC"
"420620",420620,"Santa Catarina","Gravatal",12.98,7939.82,0,0,0,0,4.96,7620.28,0,0,0,0,0.79,7884,"SC"
"420630",420630,"Santa Catarina","Guabiruba",71.39,44336.11,0,7,0,0,15.61,18783.35,0,1,0,0,0.82,13904,"SC"
"420640",420640,"Santa Catarina","Guaraciaba",16.79,11615.22,0,1,0,0,1.97,2214.43,0,0,0,0,0.78,7958,"SC"
"420650",420650,"Santa Catarina","Guaramirim",101.07,74633.5,0,15,0,0,14.06,23634.21,1,5,0,0,0.82,25440,"SC"
"420660",420660,"Santa Catarina","Guaruja Do Sul",5.29,3824.44,0,0,0,0,1.12,1168.03,0,0,0,0,0.8,3690,"SC"
"420665",420665,"Santa Catarina","Guatambu",7.52,6066.31,0,0,0,0,0.32,517.58,0,0,0,0,0.73,3271,"SC"
"420670",420670,"Santa Catarina","Herval D'oeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,15664,"SC"
"420675",420675,"Santa Catarina","Ibiam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1445,"SC"
"420680",420680,"Santa Catarina","Ibicare",6.72,4343.02,0,0,0,0,1.85,1623.37,0,0,0,0,0.8,2519,"SC"
"420690",420690,"Santa Catarina","Ibirama",38.23,26001.68,0,5,0,0,7.38,11310.22,0,1,0,0,0.82,12652,"SC"
"420700",420700,"Santa Catarina","Icara",70,51744.71,2,6,0,1,17.73,21189.54,0,3,0,0,0.78,42952,"SC"
"420710",420710,"Santa Catarina","Ilhota",38.82,27331.54,0,5,0,1,3.56,5497.22,0,0,0,0,0.79,8811,"SC"
"420720",420720,"Santa Catarina","Imarui",3.68,2664.59,0,0,0,0,0.93,1393.73,0,0,0,0,0.74,8457,"SC"
"420730",420730,"Santa Catarina","Imbituba",87.23,57428.2,0,8,0,4,17.18,21068.96,0,1,0,1,0.8,30014,"SC"
"420740",420740,"Santa Catarina","Imbuia",15.81,16276.82,0,2,0,0,2.22,3502.47,0,0,0,0,0.77,3951,"SC"
"420750",420750,"Santa Catarina","Indaial",129.85,98527.74,0,12,0,1,39.03,45425.94,0,0,0,1,0.82,40717,"SC"
"420757",420757,"Santa Catarina","Iomere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,2120,"SC"
"420760",420760,"Santa Catarina","Ipira",4.89,2848.31,0,0,0,0,1.42,1396.6,0,0,0,0,0.8,3538,"SC"
"420765",420765,"Santa Catarina","Ipora Do Oeste",20.65,13312.88,0,0,0,0,3.35,4939.66,0,1,0,1,0.78,6247,"SC"
"420768",420768,"Santa Catarina","Ipuacu",6.73,4962.38,0,2,0,0,1.46,1378.76,0,0,0,0,0.71,4117,"SC"
"420770",420770,"Santa Catarina","Ipumirim",15.7,11012.52,0,0,0,1,0.5,680.19,0,0,0,0,0.79,5416,"SC"
"420775",420775,"Santa Catarina","Iraceminha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,3080,"SC"
"420780",420780,"Santa Catarina","Irani",8.15,4581.25,0,0,0,0,2.26,3857.83,0,0,0,0,0.79,6714,"SC"
"420785",420785,"Santa Catarina","Irati",2.8,1831.66,0,0,0,0,0.0027397261,3.36,0,0,0,0,0.77,1502,"SC"
"420790",420790,"Santa Catarina","Irineopolis",9.93,6839.76,0,2,0,0,0.58,1251.24,0,0,0,0,0.76,7165,"SC"
"420800",420800,"Santa Catarina","Ita",14.98,10228.21,0,2,0,0,1.1,1242.44,0,0,0,0,0.8,4676,"SC"
"420810",420810,"Santa Catarina","Itaiopolis",23.34,15136.84,0,0,0,3,2.99,3549.39,0,0,0,0,0.73,13906,"SC"
"420820",420820,"Santa Catarina","Itajai",789.8,651789.58,5,86,0,24,147.48,199473.64,0,13,0,4,0.82,134679,"SC"
"420830",420830,"Santa Catarina","Itapema",185.87,133215.96,1,26,0,2,37.24,47337.12,1,2,0,0,0.83,34310,"SC"
"420840",420840,"Santa Catarina","Itapiranga",25.73,15684.76,0,3,0,0,5.65,8301.19,0,1,0,0,0.83,11318,"SC"
"420845",420845,"Santa Catarina","Itapoa",40.54,30970.46,0,4,0,3,3.42,6102.68,0,0,0,0,0.79,11018,"SC"
"420850",420850,"Santa Catarina","Ituporanga",74.39,54380.07,0,10,0,3,17.6,21990.41,0,4,0,1,0.82,15932,"SC"
"420860",420860,"Santa Catarina","Jabora",3.23,2788.73,0,0,0,0,2.36,2522.84,0,0,0,0,0.79,3037,"SC"
"420870",420870,"Santa Catarina","Jacinto Machado",35.09,24963.56,0,3,0,1,3.87,4396.91,0,0,0,0,0.75,7772,"SC"
"420880",420880,"Santa Catarina","Jaguaruna",27.02,18013.22,0,7,0,0,5.78,6951.47,0,0,0,0,0.79,12996,"SC"
"420890",420890,"Santa Catarina","Jaragua Do Sul",400.84,321785.58,1,46,0,12,100.34,133096.53,0,6,0,0,0.85,108432,"SC"
"420895",420895,"Santa Catarina","Jardinopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1262,"SC"
"420900",420900,"Santa Catarina","Joacaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,20569,"SC"
"420910",420910,"Santa Catarina","Joinville",1696.71,1323322.44,40,158,0,25,314.09,438749.02,1,35,0,3,0.85,381137,"SC"
"420915",420915,"Santa Catarina","Jose Boiteux",7.26,5309.67,0,2,0,0,2.54,3772.62,0,0,0,0,0.77,3163,"SC"
"420917",420917,"Santa Catarina","Jupia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1520,"SC"
"420920",420920,"Santa Catarina","Lacerdopolis",4.6,3182.59,0,0,0,0,1.61,2220.96,0,0,0,0,0.85,1670,"SC"
"420930",420930,"Santa Catarina","Lages",321.18,227633.68,1,30,0,2,80.55,101344.22,0,8,0,0,0.81,111917,"SC"
"420940",420940,"Santa Catarina","Laguna",74.62,44651.54,2,8,0,9,16.59,21303.98,0,2,0,0,0.79,38372,"SC"
"420945",420945,"Santa Catarina","Lajeado Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,1127,"SC"
"420950",420950,"Santa Catarina","Laurentino",16.13,11255.15,0,1,0,0,4.42,5106.87,0,1,0,0,0.82,4475,"SC"
"420960",420960,"Santa Catarina","Lauro Muller",14.85,10331.11,0,3,0,0,3.13,3709.47,0,0,0,0,0.8,10514,"SC"
"420970",420970,"Santa Catarina","Lebon Regis",7.08,5570.97,0,1,0,0,3.21,5690.6,0,1,0,1,0.73,7654,"SC"
"420980",420980,"Santa Catarina","Leoberto Leal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,2421,"SC"
"420985",420985,"Santa Catarina","Lindoia Do Sul",3.95,3116.75,0,0,0,0,1.72,1734.52,0,0,0,0,0.81,3502,"SC"
"420990",420990,"Santa Catarina","Lontras",27.83,21540.08,0,5,0,0,2.44,3291.57,0,0,0,0,0.77,7406,"SC"
"421000",421000,"Santa Catarina","Luiz Alves",52.47,34006.02,1,6,0,0,7.46,9085.7,0,0,0,0,0.84,7534,"SC"
"421003",421003,"Santa Catarina","Luzerna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,4355,"SC"
"421005",421005,"Santa Catarina","Macieira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1276,"SC"
"421010",421010,"Santa Catarina","Mafra",110.29,73036.45,0,12,0,0,21.49,23349.66,0,1,0,0,0.78,38095,"SC"
"421020",421020,"Santa Catarina","Major Gercino",12.17,8132.96,0,0,0,0,3.76,2991.99,0,0,0,0,0.79,2384,"SC"
"421030",421030,"Santa Catarina","Major Vieira",5.23,3516.04,0,1,0,1,0.69,1067.73,0,0,0,1,0.75,5192,"SC"
"421040",421040,"Santa Catarina","Maracaja",5.26,3697.98,0,0,0,0,1,1492.49,0,0,0,0,0.81,4672,"SC"
"421050",421050,"Santa Catarina","Maravilha",45.35,32907.12,0,5,0,0,13.58,18168.64,0,3,0,1,0.81,16550,"SC"
"421055",421055,"Santa Catarina","Marema",3.76,1950.58,0,2,0,0,0.68,1461.92,0,0,0,0,0.79,1610,"SC"
"421060",421060,"Santa Catarina","Massaranduba",57.61,40677.45,0,8,0,0,8.64,9933.41,0,1,0,0,0.83,11107,"SC"
"421070",421070,"Santa Catarina","Matos Costa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,1814,"SC"
"421080",421080,"Santa Catarina","Meleiro",10.5,7068.21,0,2,0,0,2.66,3979,0,0,0,0,0.79,5203,"SC"
"421085",421085,"Santa Catarina","Mirim Doce",12.1,7353.08,0,2,0,0,0.2,103.5,0,0,0,0,0.79,1752,"SC"
"421090",421090,"Santa Catarina","Modelo",8.54,5973.36,0,1,0,0,1.3,1995.95,0,1,0,0,0.79,2951,"SC"
"421100",421100,"Santa Catarina","Mondai",5.48,3269.59,0,0,0,0,0.53,401.75,0,0,0,0,0.8,7779,"SC"
"421105",421105,"Santa Catarina","Monte Carlo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,5977,"SC"
"421110",421110,"Santa Catarina","Monte Castelo",10.64,6544.3,0,1,0,0,0.43,248.45,0,0,0,0,0.73,5611,"SC"
"421120",421120,"Santa Catarina","Morro Da Fumaca",21.29,14872.57,0,1,0,1,7.63,10878.78,0,2,0,0,0.8,11470,"SC"
"421125",421125,"Santa Catarina","Morro Grande",4.61,3168.75,0,0,0,0,0.16,45.63,0,0,0,0,0.79,2126,"SC"
"421130",421130,"Santa Catarina","Navegantes",118.32,89960.54,0,9,0,2,11.91,17238.91,0,0,0,1,0.77,43128,"SC"
"421140",421140,"Santa Catarina","Nova Erechim",4.74,3038.25,0,0,0,0,1.07,780.92,0,0,0,0,0.81,3156,"SC"
"421145",421145,"Santa Catarina","Nova Itaberaba",5.6,3404.77,0,1,0,0,0.53,496.18,0,0,0,0,0.75,3009,"SC"
"421150",421150,"Santa Catarina","Nova Trento",66.41,40505.5,0,8,0,0,6.83,9036.19,0,0,0,0,0.81,9334,"SC"
"421160",421160,"Santa Catarina","Nova Veneza",34.45,26961.21,0,5,0,0,3.94,5062.91,0,0,1,0,0.81,9869,"SC"
"421165",421165,"Santa Catarina","Novo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1936,"SC"
"421170",421170,"Santa Catarina","Orleans",46.67,31797.93,0,3,0,0,12.13,19882.36,0,0,0,0,0.81,15771,"SC"
"421175",421175,"Santa Catarina","Otacilio Costa",32.11,27745.53,0,2,1,0,4.21,8716.13,0,0,0,0,0.8,11443,"SC"
"421180",421180,"Santa Catarina","Ouro",20.14,13059.56,0,4,0,0,3.99,4568.84,0,0,0,0,0.82,5493,"SC"
"421185",421185,"Santa Catarina","Ouro Verde",2.03,1214.91,0,0,0,0,1.27,2214.52,0,0,0,0,0.79,1596,"SC"
"421187",421187,"Santa Catarina","Paial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1267,"SC"
"421189",421189,"Santa Catarina","Painel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1674,"SC"
"421190",421190,"Santa Catarina","Palhoca",311.6,234263.41,0,33,0,29,34.66,46078.22,0,5,0,1,0.81,99813,"SC"
"421200",421200,"Santa Catarina","Palma Sola",7.85,5916.97,0,1,0,0,1.04,1313.17,0,0,0,0,0.75,5250,"SC"
"421205",421205,"Santa Catarina","Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1679,"SC"
"421210",421210,"Santa Catarina","Palmitos",25.15,17408.39,0,3,0,0,3.91,5027.73,0,1,0,0,0.79,12048,"SC"
"421220",421220,"Santa Catarina","Papanduva",23.66,18514.25,0,3,0,0,3.1,3363.41,0,0,0,0,0.73,12277,"SC"
"421223",421223,"Santa Catarina","Paraiso",2.59,1572.3,0,0,0,0,0.26,261.37,0,0,0,0,0.77,2904,"SC"
"421225",421225,"Santa Catarina","Passo De Torres",9.92,5658.66,0,0,0,0,0.51,674.78,0,0,0,0,0.78,4757,"SC"
"421227",421227,"Santa Catarina","Passos Maia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,2891,"SC"
"421230",421230,"Santa Catarina","Paulo Lopes",10.28,6639.44,0,1,0,2,1.19,1414.58,0,1,0,0,0.75,4828,"SC"
"421240",421240,"Santa Catarina","Pedras Grandes",5.55,2760.28,0,2,0,0,0.67,1153.41,0,1,0,0,0.79,3145,"SC"
"421250",421250,"Santa Catarina","Penha",89.96,66188.49,1,6,0,0,11.92,18661.96,0,0,0,0,0.79,18527,"SC"
"421260",421260,"Santa Catarina","Peritiba",6.47,3777.33,0,2,0,0,0.62,598.86,0,0,0,0,0.81,2292,"SC"
"421270",421270,"Santa Catarina","Petrolandia",14.3,10863.1,0,3,0,0,2.47,4704.94,0,0,0,0,0.78,4443,"SC"
"421290",421290,"Santa Catarina","Pinhalzinho",24.78,15406.36,0,1,0,1,6.54,7781.4,0,1,0,0,0.82,12153,"SC"
"421300",421300,"Santa Catarina","Pinheiro Preto",7.76,5265.7,0,0,0,0,3.31,4171.07,0,1,0,0,0.81,2318,"SC"
"421310",421310,"Santa Catarina","Piratuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,3569,"SC"
"421315",421315,"Santa Catarina","Planalto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,1980,"SC"
"421320",421320,"Santa Catarina","Pomerode",92.7,58258.85,0,6,0,1,22.26,25704.08,0,3,0,1,0.84,21664,"SC"
"421330",421330,"Santa Catarina","Ponte Alta",3.14,2087.58,0,0,0,1,1.01,970.53,0,0,0,0,0.72,3283,"SC"
"421335",421335,"Santa Catarina","Ponte Alta Do Norte",4.43,3275.26,0,1,0,0,0.95,1831.98,0,0,0,0,0.75,2182,"SC"
"421340",421340,"Santa Catarina","Ponte Serrada",11.19,8053.75,0,2,1,1,1.66,2271.47,0,0,0,0,0.76,7430,"SC"
"421350",421350,"Santa Catarina","Porto Belo",54.88,40304.85,1,1,0,1,9.36,13780.15,0,0,0,0,0.8,11863,"SC"
"421360",421360,"Santa Catarina","Porto Uniao",42.86,29084.73,0,8,0,0,16.28,22020.85,0,1,0,0,0.8,23916,"SC"
"421370",421370,"Santa Catarina","Pouso Redondo",37.77,26845.88,0,8,0,0,3.49,5402.9,0,0,0,0,0.78,10627,"SC"
"421380",421380,"Santa Catarina","Praia Grande",13.03,7913.97,0,1,0,0,1.64,1980.2,0,0,0,0,0.76,5270,"SC"
